issn,eissn,journal_name,category,if_2022,rank,collection,jci,citations,percentageOAGold
0009-7330,1524-4571,CIRCULATION RESEARCH,HEMATOLOGY - SCIE(Q1); PERIPHERAL VASCULAR DISEASE - SCIE(Q1); CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),23.213,Q1,SCIE,3.8,72814,14.43
2095-5138,2053-714X,National Science Review,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),23.178,Q1,SCIE,2.82,10508,98.76
N/A,2662-1347,Nature Cancer,ONCOLOGY - SCIE(Q1),23.177,Q1,SCIE,4.59,2315,3.55
N/A,1756-8722,Journal of Hematology & Oncology,HEMATOLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q1),23.168,Q1,SCIE,2.85,15318,99.52
0033-2909,1939-1455,PSYCHOLOGICAL BULLETIN,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",23.027,Q1,SCIE/SSCI,5.53,68919,1.77
1368-7646,1532-2084,DRUG RESISTANCE UPDATES,PHARMACOLOGY & PHARMACY - SCIE(Q1),22.841,Q1,SCIE,2.92,4905,24.62
0066-4170,1545-4487,Annual Review of Entomology,ENTOMOLOGY - SCIE(Q1),22.682,Q1,SCIE,3.86,16489,1.45
N/A,2589-5974,Trends in Chemistry,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",22.448,Q1,SCIE,1.42,3323,5.24
0066-4278,1545-1585,Annual Review of Physiology,PHYSIOLOGY - SCIE(Q1),22.163,Q1,SCIE,2.61,12703,0
1548-5943,1548-5951,Annual Review of Clinical Psychology,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)",22.098,Q1,SCIE/SSCI,6.2,9675,1.56
1672-7681,2042-0226,Cellular & Molecular Immunology,IMMUNOLOGY - SCIE(Q1),22.096,Q1,SCIE,1.63,12327,36.69
1360-1385,1878-4372,TRENDS IN PLANT SCIENCE,PLANT SCIENCES - SCIE(Q1),22.012,Q1,SCIE,1.79,32492,18.22
1674-2052,1752-9867,Molecular Plant,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); PLANT SCIENCES - SCIE(Q1),21.949,Q1,SCIE,3.71,20242,21.13
0167-7799,1879-3096,TRENDS IN BIOTECHNOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),21.942,Q1,SCIE,1.79,22503,14.72
0163-7525,1545-2093,Annual Review of Public Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",21.87,Q1,SCIE/SSCI,3.16,11349,65
N/A,2637-9368,Carbon Energy,"CHEMISTRY, PHYSICAL - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); ENERGY & FUELS - SCIE(Q1)",21.556,Q1,SCIE,1.77,1341,96.49
1752-0894,1752-0908,Nature Geoscience,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)",21.531,Q1,SCIE,4.74,36682,2.42
0140-525X,1469-1825,BEHAVIORAL AND BRAIN SCIENCES,"NEUROSCIENCES - SCIE(Q1); BEHAVIORAL SCIENCES - SCIE(Q1); PSYCHOLOGY, BIOLOGICAL - SSCI(Q1)",21.357,Q1,SCIE/SSCI,3.36,12872,0
1025-496X,1560-7917,Eurosurveillance,INFECTIOUS DISEASES - SCIE(Q1),21.286,Q1,SCIE,3,18833,96.72
0962-8924,1879-3088,TRENDS IN CELL BIOLOGY,CELL BIOLOGY - SCIE(Q1),21.167,Q1,SCIE,1.73,20498,18.39
1058-4838,1537-6591,CLINICAL INFECTIOUS DISEASES,IMMUNOLOGY - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q1); MICROBIOLOGY - SCIE(Q1),20.999,Q1,SCIE,2.91,115949,36.31
2405-8297,2405-8297,Energy Storage Materials,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",20.831,Q1,SCIE,2.8,29703,2.98
0146-6615,1096-9071,JOURNAL OF MEDICAL VIROLOGY,VIROLOGY - SCIE(Q1),20.693,Q1,SCIE,1.55,31079,7.1
0169-5347,1872-8383,TRENDS IN ECOLOGY & EVOLUTION,EVOLUTIONARY BIOLOGY - SCIE(Q1); GENETICS & HEREDITY - SCIE(Q1); ECOLOGY - SCIE(Q1),20.589,Q1,SCIE,1.8,44895,22.69
2095-9273,2095-9281,Science Bulletin,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),20.577,Q1,SCIE,2.19,13517,8.7
1477-8939,1873-0442,Travel Medicine and Infectious Disease,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q1)",20.441,Q1,SCIE,2.31,5860,23.67
N/A,2662-1355,Nature Food,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),20.43,Q1,SCIE,3,2043,3.93
2047-7538,2047-7538,Light-Science & Applications,OPTICS - SCIE(Q1),20.257,Q1,SCIE,4.97,14914,99.79
1556-0864,1556-1380,Journal of Thoracic Oncology,ONCOLOGY - SCIE(Q1); RESPIRATORY SYSTEM - SCIE(Q1),20.121,Q1,SCIE,3.31,27842,26.11
2590-2393,2590-2385,Matter,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",19.967,Q1,SCIE,2.52,6917,7.16
1616-301X,1616-3028,ADVANCED FUNCTIONAL MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); PHYSICS, CONDENSED MATTER - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1)",19.924,Q1,SCIE,2.66,194635,10.07
N/A,2522-5812,Nature Metabolism,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),19.865,Q1,SCIE,3.62,4636,2.22
N/A,2662-1991,PhotoniX,OPTICS - SCIE(Q1),19.818,Q1,SCIE,3.08,514,97.73
1936-122X,1936-1238,Annual Review of Biophysics,BIOPHYSICS - SCIE(Q1),19.763,Q1,SCIE,1.69,4209,0
1471-4906,1471-4981,TRENDS IN IMMUNOLOGY,IMMUNOLOGY - SCIE(Q1),19.709,Q1,SCIE,1.5,18970,15
1350-9462,1873-1635,PROGRESS IN RETINAL AND EYE RESEARCH,OPHTHALMOLOGY - SCIE(Q1),19.704,Q1,SCIE,4.42,11914,23.57
1745-2473,1745-2481,Nature Physics,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",19.684,Q1,SCIE,4.94,48349,3.38
N/A,2222-1751,Emerging Microbes & Infections,MICROBIOLOGY - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q1); IMMUNOLOGY - SCIE(Q1),19.568,Q1,SCIE,2.77,11995,99.68
1931-9401,1931-9401,Applied Physics Reviews,"PHYSICS, APPLIED - SCIE(Q1)",19.527,Q1,SCIE,1.51,7728,22.6
0021-9738,1558-8238,JOURNAL OF CLINICAL INVESTIGATION,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",19.456,Q1,SCIE,3.93,142168,8.48
1364-8535,1466-609X,CRITICAL CARE,CRITICAL CARE MEDICINE - SCIE(Q1),19.334,Q1,SCIE,1.76,40415,99.66
1097-2765,1097-4164,MOLECULAR CELL,CELL BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),19.328,Q1,SCIE,2.89,94258,17.93
1946-6234,1946-6242,Science Translational Medicine,"CELL BIOLOGY - SCIE(Q1); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",19.319,Q1,SCIE,3.5,52639,0.66
0002-953X,1535-7228,AMERICAN JOURNAL OF PSYCHIATRY,PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),19.242,Q1,SCIE/SSCI,4.16,48015,0
1941-6520,1941-6067,Academy of Management Annals,MANAGEMENT - SSCI(Q1); BUSINESS - SSCI(Q1),19.241,Q1,SSCI,3.75,8244,0
0889-1591,1090-2139,BRAIN BEHAVIOR AND IMMUNITY,NEUROSCIENCES - SCIE(Q1); IMMUNOLOGY - SCIE(Q1); PSYCHIATRY - SCIE(Q1),19.227,Q1,SCIE,2.77,31770,20.02
2405-8025,2405-8033,Trends in Cancer,ONCOLOGY - SCIE(Q1),19.161,Q1,SCIE,1.8,6389,17.86
0305-1048,1362-4962,NUCLEIC ACIDS RESEARCH,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),19.16,Q1,SCIE,3.12,284490,99.82
2168-2267,2168-2275,IEEE Transactions on Cybernetics,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1); COMPUTER SCIENCE, CYBERNETICS - SCIE(Q1); AUTOMATION & CONTROL SYSTEMS - SCIE(Q1)",19.118,Q1,SCIE,3.25,38676,1.63
1553-3077,1553-3093,ACM Transactions on Storage,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q4); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",1.229,Q4,SCIE,0.45,548,1.33
1833-3516,1833-3516,Diving and Hyperbaric Medicine,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4)",1.228,Q4,SCIE,0.35,616,0
1863-6705,1863-6713,General Thoracic and Cardiovascular Surgery,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q4); SURGERY - SCIE(Q4),1.227,Q4,SCIE,0.37,2236,7.32
1570-7555,1570-7563,ANIMAL BIOLOGY,ZOOLOGY - SCIE(Q3),1.227,Q3,SCIE,0.71,661,11.83
0305-0629,1547-7444,INTERNATIONAL INTERACTIONS,INTERNATIONAL RELATIONS - SSCI(Q3),1.226,Q3,SSCI,0.63,1392,10.07
0887-9311,1550-5138,Holistic Nursing Practice,NURSING - SCIE(Q4); INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q4); NURSING - SSCI(Q4),1.226,Q4,SCIE/SSCI,0.48,974,0.77
0144-3615,1364-6893,JOURNAL OF OBSTETRICS AND GYNAECOLOGY,OBSTETRICS & GYNECOLOGY - SCIE(Q4),1.226,Q4,SCIE,0.42,4037,1.28
1728-1997,N/A,Iranian Journal of Veterinary Research,VETERINARY SCIENCES - SCIE(Q3),1.226,Q3,SCIE,0.46,805,0
0888-3254,1533-8371,EAST EUROPEAN POLITICS AND SOCIETIES,AREA STUDIES - SSCI(Q2); POLITICAL SCIENCE - SSCI(Q3),1.225,Q2,SSCI,0.99,818,12.82
1935-7524,1935-7524,Electronic Journal of Statistics,STATISTICS & PROBABILITY - SCIE(Q3),1.225,Q3,SCIE,0.5,2756,99.52
0094-9655,1563-5163,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,"STATISTICS & PROBABILITY - SCIE(Q3); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.225,Q3,SCIE,0.41,4237,2.58
0004-9425,1445-0038,AUSTRALIAN JOURNAL OF CHEMISTRY,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",1.224,Q4,SCIE,0.21,5059,10.38
1341-8998,1616-3915,ICHTHYOLOGICAL RESEARCH,ZOOLOGY - SCIE(Q3); FISHERIES - SCIE(Q4); MARINE & FRESHWATER BIOLOGY - SCIE(Q4),1.223,Q3,SCIE,0.48,1113,0.59
0895-7967,1558-4518,Seminars in Vascular Surgery,SURGERY - SCIE(Q4); PERIPHERAL VASCULAR DISEASE - SCIE(Q4),1.222,Q4,SCIE,0.36,804,2.82
2640-5237,2640-5245,Wound Management & Prevention,NURSING - SCIE(Q4); DERMATOLOGY - SCIE(Q4); NURSING - SSCI(Q4),1.222,Q4,SCIE/SSCI,0.49,104,0
0175-8659,1439-0426,JOURNAL OF APPLIED ICHTHYOLOGY,FISHERIES - SCIE(Q4); MARINE & FRESHWATER BIOLOGY - SCIE(Q4),1.222,Q4,SCIE,0.32,5181,3.57
1948-5565,1948-5573,Biodemography and Social Biology,"SOCIOLOGY - SSCI(Q3); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q4); DEMOGRAPHY - SSCI(Q4)",1.222,Q3,SSCI,0.35,386,2.5
1750-399X,1757-0417,Interpreter and Translator Trainer,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3),1.222,Q3,SSCI/AHCI,1.27,386,10.84
0232-2064,1661-4534,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.222,Q2,SCIE,0.68,578,0
0265-8240,1467-9930,Law & Policy,LAW - SSCI(Q3),1.222,Q3,SSCI,1.57,899,5.88
0001-9240,2059-6464,AERONAUTICAL JOURNAL,"ENGINEERING, AEROSPACE - SCIE(Q4)",1.222,Q4,SCIE,0.43,1666,11.15
2322-1984,2322-2271,Journal of Arthropod-Borne Diseases,"PARASITOLOGY - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4)",1.221,Q4,SCIE,0.34,627,52.83
1787-2405,1787-2413,Miskolc Mathematical Notes,MATHEMATICS - SCIE(Q2),1.22,Q2,SCIE,0.89,641,91.02
1415-4366,1807-1929,Revista Brasileira de Engenharia Agricola e Ambiental,AGRICULTURAL ENGINEERING - SCIE(Q4),1.22,Q4,SCIE,0.18,2384,98.18
1537-6176,1938-5439,URSUS,ZOOLOGY - SCIE(Q3),1.219,Q3,SCIE,0.53,676,0
2049-5323,2049-5331,Review of Keynesian Economics,ECONOMICS - SSCI(Q4),1.219,Q4,SSCI,0.5,312,3.3
1862-9679,1862-9660,Mathematics and Financial Economics,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q4); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4); BUSINESS, FINANCE - SSCI(Q4); ECONOMICS - SSCI(Q4)",1.219,Q4,SCIE/SSCI,0.48,448,21.35
1011-3924,1726-801X,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",1.218,Q4,SCIE,0.19,787,93.94
1565-4753,1565-4753,Pediatric Endocrinology Reviews PER,ENDOCRINOLOGY & METABOLISM - SCIE(Q4),1.218,Q4,SCIE,0.25,789,0
0730-8000,1943-6319,JOURNAL OF SHELLFISH RESEARCH,FISHERIES - SCIE(Q4); MARINE & FRESHWATER BIOLOGY - SCIE(Q4),1.218,Q4,SCIE,0.4,3508,1.08
1345-2630,1610-739X,JOURNAL OF GENERAL PLANT PATHOLOGY,PLANT SCIENCES - SCIE(Q4),1.217,Q4,SCIE,0.34,1619,1.98
1895-1171,1895-1171,Advances in Cognitive Psychology,"PSYCHOLOGY, EXPERIMENTAL - SSCI(Q4)",1.217,Q4,SSCI,0.33,558,100
1735-7020,2008-238X,Iranian Journal of Parasitology,PARASITOLOGY - SCIE(Q4),1.217,Q4,SCIE,0.27,1372,70.59
0034-8082,1988-592X,Revista de Educacion,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),1.217,Q4,SSCI,0.46,1292,0
1278-3218,1769-6658,Cancer Radiotherapie,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q4); ONCOLOGY - SCIE(Q4)",1.217,Q4,SCIE,0.24,1112,0.56
1882-0743,1348-6535,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,"MATERIALS SCIENCE, CERAMICS - SCIE(Q3)",1.217,Q3,SCIE,0.3,3543,100
1751-5254,1751-5262,European Journal of Industrial Engineering,"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q4); ENGINEERING, INDUSTRIAL - SCIE(Q4)",1.217,Q4,SCIE,0.25,560,0
0181-1568,1776-0984,CRYPTOGAMIE ALGOLOGIE,MARINE & FRESHWATER BIOLOGY - SCIE(Q4); PLANT SCIENCES - SCIE(Q4),1.217,Q4,SCIE,0.44,608,0
1755-0203,1755-0211,Review of Symbolic Logic,"PHILOSOPHY - AHCI(N/A); LOGIC - SCIE(Q1); MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.217,Q1,SCIE/AHCI,1.14,707,5.17
0212-4521,2174-6486,Ensenanza de Las Ciencias,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),1.217,Q4,SSCI,0.62,721,73.74
1355-2600,1742-6545,Journal of Sexual Aggression,CRIMINOLOGY & PENOLOGY - SSCI(Q4),1.217,Q4,SSCI,0.47,700,14.29
0017-0011,2543-6767,Ginekologia Polska,OBSTETRICS & GYNECOLOGY - SCIE(Q4),1.216,Q4,SCIE,0.43,1598,98.13
0144-8188,1873-6394,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,LAW - SSCI(Q3); ECONOMICS - SSCI(Q4),1.216,Q3,SSCI,0.8,1061,4.46
1984-8250,2175-9790,Brazilian Journal of Pharmaceutical Sciences,PHARMACOLOGY & PHARMACY - SCIE(Q4),1.214,Q4,SCIE,0.3,1938,88.4
0256-2499,0973-7677,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q4)",1.214,Q4,SCIE,0.39,2960,0.13
0952-6757,1469-8188,Phonology,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3),1.214,Q3,SSCI/AHCI,1.1,795,27.87
1735-143X,1735-3408,Hepatitis Monthly,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4),1.214,Q4,SCIE,0.17,1283,98.64
1068-9613,1068-9613,ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,"MATHEMATICS, APPLIED - SCIE(Q3)",1.213,Q3,SCIE,0.52,863,0
2011-7922,2011-2084,International Journal of Psychological Research,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",1.212,Q4,SSCI,0.3,711,100
1074-3529,1465-7287,CONTEMPORARY ECONOMIC POLICY,PUBLIC ADMINISTRATION - SSCI(Q4); ECONOMICS - SSCI(Q4),1.212,Q4,SSCI,0.43,1276,10.69
0066-6939,1933-8139,ARCTIC ANTHROPOLOGY,ANTHROPOLOGY - SSCI(Q3),1.211,Q3,SSCI,0.49,498,4
0963-5483,1469-2163,COMBINATORICS PROBABILITY & COMPUTING,"MATHEMATICS - SCIE(Q2); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3); STATISTICS & PROBABILITY - SCIE(Q3)",1.211,Q2,SCIE,0.6,1270,12.57
0045-0618,1834-562X,Australian Journal of Forensic Sciences,"MEDICINE, LEGAL - SCIE(Q4)",1.21,Q4,SCIE,0.57,737,0.93
2010-3263,2010-3271,Random Matrices-Theory and Applications,"PHYSICS, MATHEMATICAL - SCIE(Q3); STATISTICS & PROBABILITY - SCIE(Q3)",1.209,Q3,SCIE,0.45,314,1.19
1071-8443,1943-3956,CHELONIAN CONSERVATION AND BIOLOGY,ZOOLOGY - SCIE(Q3),1.209,Q3,SCIE,0.74,1158,1.96
1511-1768,2524-3993,Journal of Rubber Research,POLYMER SCIENCE - SCIE(Q4),1.208,Q4,SCIE,0.21,301,8.47
1901-2276,1904-0016,Nordic Psychology,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",1.208,Q4,SSCI,0.37,388,35.37
1478-2804,1478-2790,Journal of Contemporary European Studies,AREA STUDIES - SSCI(Q2); INTERNATIONAL RELATIONS - SSCI(Q4); POLITICAL SCIENCE - SSCI(Q4),1.208,Q2,SSCI,0.91,533,14.86
0143-9782,1467-9892,JOURNAL OF TIME SERIES ANALYSIS,"STATISTICS & PROBABILITY - SCIE(Q3); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.208,Q3,SCIE,0.44,2521,14.38
1735-1383,1735-367X,Iranian Journal of Immunology,IMMUNOLOGY - SCIE(Q4),1.206,Q4,SCIE,0.22,491,0
0813-0531,1447-4328,Australian Journal of Advanced Nursing,NURSING - SCIE(Q4); NURSING - SSCI(Q4),1.206,Q4,SCIE/SSCI,0.36,818,0
0014-0309,1439-0302,Erwerbs-Obstbau,HORTICULTURE - SCIE(Q3),1.206,Q3,SCIE,0.44,496,7.39
1198-9742,1710-1166,JOURNAL OF SCHOLARLY PUBLISHING,"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A); INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q3)",1.206,Q3,SSCI/AHCI,2.18,214,0
0300-4430,1476-8275,Early Child Development and Care,"PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4)",1.206,Q4,SSCI,0.56,3372,6.29
0145-5680,1165-158X,CELLULAR AND MOLECULAR BIOLOGY,CELL BIOLOGY - SCIE(Q4); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),1.206,Q4,SCIE,0.21,3013,49.23
0164-7954,1945-3892,INTERNATIONAL JOURNAL OF ACAROLOGY,ENTOMOLOGY - SCIE(Q3),1.205,Q3,SCIE,0.55,1514,1.93
0001-7272,1463-6395,ACTA ZOOLOGICA,ANATOMY & MORPHOLOGY - SCIE(Q3); ZOOLOGY - SCIE(Q3),1.205,Q3,SCIE,0.71,1556,6.92
2052-1758,2052-174X,Austral Entomology,ENTOMOLOGY - SCIE(Q3),1.205,Q3,SCIE,0.71,802,N/A
0928-7329,1878-7401,TECHNOLOGY AND HEALTH CARE,"HEALTH CARE SCIENCES & SERVICES - SCIE(Q4); ENGINEERING, BIOMEDICAL - SCIE(Q4)",1.205,Q4,SCIE,0.34,1815,11.14
2070-3449,1996-4617,China Perspectives,AREA STUDIES - SSCI(Q2),1.204,Q2,SSCI,1.29,523,0
0219-7200,1757-6334,Journal of Bioinformatics and Computational Biology,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q4),1.204,Q4,SCIE,0.29,785,7.01
1162-9088,1162-9088,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,"PSYCHOLOGY, APPLIED - SSCI(Q4)",1.204,Q4,SSCI,0.34,883,2.13
0435-3676,1468-0459,GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,"GEOLOGY - SCIE(Q3); GEOGRAPHY, PHYSICAL - SCIE(Q4)",1.204,Q3,SCIE,0.51,1545,26.23
1367-0271,1468-2362,International Finance,"BUSINESS, FINANCE - SSCI(Q4); ECONOMICS - SSCI(Q4)",1.204,Q4,SSCI,0.31,462,3.08
0013-5194,1350-911X,ELECTRONICS LETTERS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q4)",1.202,Q4,SCIE,0.36,17366,25.8
0202-2893,1995-0721,Gravitation & Cosmology,ASTRONOMY & ASTROPHYSICS - SCIE(Q4),1.202,Q4,SCIE,0.21,696,0
0289-0771,1439-5444,JOURNAL OF ETHOLOGY,ZOOLOGY - SCIE(Q3); BEHAVIORAL SCIENCES - SCIE(Q4),1.202,Q3,SCIE,0.57,1131,14.89
1062-8606,1555-824X,AMERICAN JOURNAL OF MEDICAL QUALITY,HEALTH CARE SCIENCES & SERVICES - SCIE(Q4),1.2,Q4,SCIE,0.46,1704,2.04
1875-2160,1875-2152,East Asian Science Technology and Society-An International Journal,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); ASIAN STUDIES - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2); AREA STUDIES - SSCI(Q2),1.2,Q2,SSCI/AHCI,1.53,322,21.84
1552-5031,1552-504X,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,"CHEMISTRY, PHYSICAL - SCIE(Q4); SPECTROSCOPY - SCIE(Q4); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q4); INSTRUMENTS & INSTRUMENTATION - SCIE(Q4)",1.2,Q4,SCIE,0.22,325,100
1556-3693,1939-3938,Journal of Forensic Nursing,CRIMINOLOGY & PENOLOGY - SSCI(Q4); NURSING - SCIE(Q4); NURSING - SSCI(Q4),1.2,Q4,SCIE/SSCI,0.55,513,3.3
0956-2737,1572-8498,HEC Forum,ETHICS - SSCI(Q3),1.2,Q3,SSCI,0.48,513,11.11
0941-3790,1439-4421,GESUNDHEITSWESEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4)",1.199,Q4,SSCI,0.31,1622,11.63
0025-584X,1522-2616,MATHEMATISCHE NACHRICHTEN,MATHEMATICS - SCIE(Q2),1.199,Q2,SCIE,1.06,3338,5.56
1687-5966,1687-5974,International Journal of Aerospace Engineering,"ENGINEERING, AEROSPACE - SCIE(Q4)",1.198,Q4,SCIE,0.46,1236,97.68
0008-8994,1600-0498,CENTAURUS,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q2),1.198,Q2,SCIE/SSCI/AHCI,1.05,292,31.25
0017-8470,1432-1173,HAUTARZT,DERMATOLOGY - SCIE(Q4),1.198,Q4,SCIE,0.38,1476,17.37
0217-2445,2345-7600,RAFFLES BULLETIN OF ZOOLOGY,ZOOLOGY - SCIE(Q3),1.198,Q3,SCIE,0.57,1875,0
1806-4892,1983-0807,RBGN-Revista Brasileira de Gestao de Negocios,BUSINESS - SSCI(Q4); MANAGEMENT - SSCI(Q4),1.198,Q4,SSCI,0.27,399,98.53
0025-1461,1864-1547,MAMMALIA,ZOOLOGY - SCIE(Q3),1.197,Q3,SCIE,0.6,1814,1.95
2662-2033,1735-8787,Banach Journal of Mathematical Analysis,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.197,Q2,SCIE,0.83,495,7.25
0373-2266,2213-1175,ARDEA,ORNITHOLOGY - SCIE(Q2),1.196,Q2,SCIE,0.76,1148,0
0950-0839,1362-3036,PHILOSOPHICAL MAGAZINE LETTERS,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3); PHYSICS, CONDENSED MATTER - SCIE(Q4); PHYSICS, APPLIED - SCIE(Q4); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",1.195,Q3,SCIE,0.2,2320,2.45
0015-5659,1644-3284,FOLIA MORPHOLOGICA,ANATOMY & MORPHOLOGY - SCIE(Q4),1.195,Q4,SCIE,0.64,1428,98.88
0268-0130,0268-0130,HERPETOLOGICAL JOURNAL,ZOOLOGY - SCIE(Q3),1.194,Q3,SCIE,0.55,942,2.3
0181-5512,1773-0597,JOURNAL FRANCAIS D OPHTALMOLOGIE,OPHTHALMOLOGY - SCIE(Q4),1.194,Q4,SCIE,0.32,1665,1.02
1063-7737,1562-6873,ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,ASTRONOMY & ASTROPHYSICS - SCIE(Q4),1.194,Q4,SCIE,0.28,1383,0.44
