"ISSN","Journal","Abbr_Name","Is_SCI","IF2018","IF_5year","Self_citing","H_Index","CiteScore","Division","Category","Discipline","IsTop","IsReview","Publication_Cycle","Article_NO._per_year","Publication_year","Region","OA","Employment","Refereeing","View","Url"
"0001-5547","ACTA CYTOLOGICA","ACTA CYTOL","无",0,0,NA,53,1.19,"未录","","",NA,NA,"Bimonthly","94",1957,"UNITED STATES","No","容易","偏慢,4-8周",5605,"https://www.letpub.com.cn/index.php?journalid=90&page=journalapp&view=detail"
"0001-5555","ACTA DERMATO-VENEREOLOGICA","ACTA DERM-VENEREOL","SCI/SCIE",3.127,3.718,10.4,72,1.7,"2区","医学","皮肤病学","否","否","Bimonthly","130",1920,"NORWAY","Yes","一般","较慢,6-12周",9670,"https://www.letpub.com.cn/index.php?journalid=91&page=journalapp&view=detail"
"1330-027X","Acta Dermatovenerologica Croatica","ACTA DERMATOVENER CR","SCIE",1.054,0.841,6.5,19,0.75,"4区","医学","皮肤病学","否","否","Quarterly","39",1993,"CROATIA","No","容易",">12周，或约稿",5015,"https://www.letpub.com.cn/index.php?journalid=92&page=journalapp&view=detail"
"0940-5429","ACTA DIABETOLOGICA","ACTA DIABETOL","SCI/SCIE",3.126,2.657,13.1,52,2.78,"3区","医学","内分泌学与代谢","否","否","Quarterly","130",1991,"ITALY","No","约50%","平均2月",8214,"https://www.letpub.com.cn/index.php?journalid=93&page=journalapp&view=detail"
"1841-0987","Acta Endocrinologica-Bucharest","ACTA ENDOCRINOL-BUCH","SCIE",0.411,0.391,50.6,NA,0.34,"4区","医学","内分泌学与代谢","否","否","Quarterly","80",2005,"ROMANIA","Yes","容易","较慢,6-12周",5382,"https://www.letpub.com.cn/index.php?journalid=94&page=journalapp&view=detail"
"0240-642X","Acta Endoscopica","ACTA ENDOSC","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Bimonthly","41",1978,"FRANCE","No","容易",">12周，或约稿",4296,"https://www.letpub.com.cn/index.php?journalid=95&page=journalapp&view=detail"
"0374-1036","ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE","ACTA ENT MUS NAT PRA","SCIE",0.561,0.682,38.1,16,0.87,"4区","农林科学","昆虫学","否","否","Semiannual","63",1967,"CZECH REPUBLIC","No","容易","较慢,6-12周",4718,"https://www.letpub.com.cn/index.php?journalid=96&page=journalapp&view=detail"
"0873-9749","ACTA ETHOLOGICA","ACTA ETHOL","SCIE",1.625,1.493,2.2,27,1.45,"4区","生物","行为科学","否","否","Semiannual","35",1998,"GERMANY","No","容易",">12周，或约稿",4841,"https://www.letpub.com.cn/index.php?journalid=97&page=journalapp&view=detail"
"0001-5644","ACTA GASTRO-ENTEROLOGICA BELGICA","ACTA GASTRO-ENT BELG","无",0,0,NA,33,0.49,"未录","","","否","否","Quarterly","54",1946,"BELGIUM","No","容易",">12周，或约稿",6512,"https://www.letpub.com.cn/index.php?journalid=98&page=journalapp&view=detail"
"1217-8977","Acta Geodaetica et Geophysica Hungarica","ACTA GEOD GEOPHYS HU","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Quarterly","35",0,"HUNGARY","No","容易",">12周，或约稿",5998,"https://www.letpub.com.cn/index.php?journalid=99&page=journalapp&view=detail"
"1214-9705","Acta Geodynamica et Geomaterialia","ACTA GEODYN GEOMATER","SCIE",0.886,0.788,20,14,0.83,"4区","地学","地球化学与地球物理","否","否","Quarterly","41",0,"CZECH REPUBLIC","No","容易","",8967,"https://www.letpub.com.cn/index.php?journalid=100&page=journalapp&view=detail"
"1581-6613","Acta Geographica Slovenica-Geografski Zbornik","ACTA GEOGR SLOV","SCIE",1.333,1.079,36.5,NA,NA,"4区","地学","自然地理","否","否","Semiannual","24",0,"SLOVENIA","No","容易",">12周，或约稿",5133,"https://www.letpub.com.cn/index.php?journalid=101&page=journalapp&view=detail"
"0001-5709","ACTA GEOLOGICA POLONICA","ACTA GEOL POL","SCIE",1.085,1.234,15.7,31,1.05,"4区","地学","地质学","否","否","Quarterly","26",0,"POLAND","No","容易",">12周，或约稿",5673,"https://www.letpub.com.cn/index.php?journalid=102&page=journalapp&view=detail"
"1000-9515","ACTA GEOLOGICA SINICA-ENGLISH EDITION","ACTA GEOL SIN-ENGL","SCIE",2.506,2.207,41.9,NA,NA,"3区","地学","地球科学综合","否","否","Quarterly","273",0,"PEOPLES R CHINA","No","容易","偏慢,4-8周",18376,"https://www.letpub.com.cn/index.php?journalid=103&page=journalapp&view=detail"
"1895-6572","Acta Geophysica","ACTA GEOPHYS","无",0,0,NA,27,0.83,"未录","","","否","否","Quarterly","75",0,"POLAND","No","容易","约6.0个月",12174,"https://www.letpub.com.cn/index.php?journalid=104&page=journalapp&view=detail"
"1854-0171","Acta Geotechnica Slovenica","ACTA GEOTECH SLOV","SCIE",0.259,0.5,28.6,NA,0.44,"4区","地学","工程：地质","否","否","Semiannual","14",0,"SLOVENIA","No","容易",">12周，或约稿",12093,"https://www.letpub.com.cn/index.php?journalid=105&page=journalapp&view=detail"
"0001-5792","ACTA HAEMATOLOGICA","ACTA HAEMATOL-BASEL","SCI/SCIE",1.307,1.133,0.5,53,1.11,"4区","医学","血液学","否","否","Bimonthly","70",1948,"SWITZERLAND","No","容易","较慢,6-12周",9357,"https://www.letpub.com.cn/index.php?journalid=106&page=journalapp&view=detail"
"1827-9635","Acta Herpetologica","ACTA HERPETOL","SCIE",0.729,0.898,14.3,10,0.94,"4区","生物","动物学","否","否","Semiannual","27",2006,"ITALY","Yes","容易","约6.0个月",9302,"https://www.letpub.com.cn/index.php?journalid=107&page=journalapp&view=detail"
"0065-1281","ACTA HISTOCHEMICA","ACTA HISTOCHEM","SCI/SCIE",1.652,1.739,7.1,42,1.74,"4区","生物","细胞生物学","否","否","Quarterly","98",1954,"GERMANY","No","约50%","平均3月",8468,"https://www.letpub.com.cn/index.php?journalid=108&page=journalapp&view=detail"
"0044-5991","ACTA HISTOCHEMICA ET CYTOCHEMICA","ACTA HISTOCHEM CYTOC","SCI/SCIE",0.872,1.199,4.8,22,0.99,"4区","生物","细胞生物学","否","否","Bimonthly","21",1968,"JAPAN","Yes","容易",">12周，或约稿",6414,"https://www.letpub.com.cn/index.php?journalid=109&page=journalapp&view=detail"
"0137-1592","ACTA ICHTHYOLOGICA ET PISCATORIA","ACTA ICHTHYOL PISCAT","SCIE",0.708,0.749,10.3,18,0.69,"4区","农林科学","渔业","否","否","Semiannual","50",1970,"POLAND","Yes","容易",">12周，或约稿",5334,"https://www.letpub.com.cn/index.php?journalid=110&page=journalapp&view=detail"
"0001-5903","ACTA INFORMATICA","ACTA INFORM","SCI/SCIE",0.886,0.786,0,33,1.4,"4区","工程技术","计算机：信息系统","否","否","Monthly","24",1971,"GERMANY","No","容易",">12周，或约稿",9100,"https://www.letpub.com.cn/index.php?journalid=111&page=journalapp&view=detail"
"1359-6454","ACTA MATERIALIA","ACTA MATER","SCI/SCIE",6.036,6.174,11.7,236,6.18,"1区","工程技术","材料科学：综合","是","否","Semimonthly","840",1996,"UNITED STATES","No","很难","约2.8个月",198509,"https://www.letpub.com.cn/index.php?journalid=112&page=journalapp&view=detail"
"0001-5962","ACTA MATHEMATICA","ACTA MATH-DJURSHOLM","SCI/SCIE",2.44,3.778,0,56,2.98,"1区","数学","数学","是","否","Quarterly","11",1882,"SWEDEN","No","较易",">12周，或约稿",19812,"https://www.letpub.com.cn/index.php?journalid=113&page=journalapp&view=detail"
"0236-5294","ACTA MATHEMATICA HUNGARICA","ACTA MATH HUNG","SCIE",0.481,0.584,7.7,34,0.54,"4区","数学","数学","否","否","Monthly","97",0,"HUNGARY","No","容易","偏慢,4-8周",8358,"https://www.letpub.com.cn/index.php?journalid=114&page=journalapp&view=detail"
"0252-9602","ACTA MATHEMATICA SCIENTIA","ACTA MATH SCI","SCIE",0.661,0.651,18,24,0.65,"4区","数学","数学","否","否","Quarterly","125",0,"PEOPLES R CHINA","No","容易","约6.0个月",26301,"https://www.letpub.com.cn/index.php?journalid=115&page=journalapp&view=detail"
"1439-8516","ACTA MATHEMATICA SINICA-ENGLISH SERIES","ACTA MATH SIN","SCIE",0.527,0.555,7.4,NA,0.54,"4区","数学","数学","否","否","Bimonthly","120",1999,"PEOPLES R CHINA","No","容易","约17.0个月",19158,"https://www.letpub.com.cn/index.php?journalid=116&page=journalapp&view=detail"
"0168-9673","Acta Mathematicae Applicatae Sinica-English Series","ACTA MATH APPL SIN-E","SCIE",0.273,0.405,0,NA,0.3,"4区","数学","应用数学","否","否","Quarterly","92",1984,"PEOPLES R CHINA","No","容易","约3.0个月",14396,"https://www.letpub.com.cn/index.php?journalid=117&page=journalapp&view=detail"
"0001-5970","ACTA MECHANICA","ACTA MECH","SCI/SCIE",2.113,1.997,16.2,61,2.15,"3区","物理","力学","否","否","Monthly","266",1965,"AUSTRIA","No","33%","约6.0个月",42538,"https://www.letpub.com.cn/index.php?journalid=118&page=journalapp&view=detail"
"0567-7718","ACTA MECHANICA SINICA","ACTA MECH SINICA-PRC","SCI/SCIE",1.545,1.41,13.3,NA,1.67,"4区","物理","工程：机械","否","否","Bimonthly","87",1985,"PEOPLES R CHINA","No","容易","约5.0个月",40246,"https://www.letpub.com.cn/index.php?journalid=119&page=journalapp&view=detail"
"0894-9166","ACTA MECHANICA SOLIDA SINICA","ACTA MECH SOLIDA SIN","SCIE",1.149,1.362,13,26,1.42,"4区","物理","材料科学：综合","否","否","Bimonthly","66",0,"PEOPLES R CHINA","No","容易","约9.0个月",22596,"https://www.letpub.com.cn/index.php?journalid=120&page=journalapp&view=detail"
"0393-6384","Acta Medica Mediterranea","ACTA MEDICA MEDITERR","SCIE",0.751,0.547,70,14,0.78,"4区","医学","医学：内科","否","否","Tri-annual","208",1985,"ITALY","No","容易","较慢,6-12周",9160,"https://www.letpub.com.cn/index.php?journalid=121&page=journalapp&view=detail"
"0386-300X","ACTA MEDICA OKAYAMA","ACTA MED OKAYAMA","SCI/SCIE",0.562,0.709,4.3,32,0.66,"4区","医学","医学：研究与实验","否","否","Bimonthly","75",1973,"JAPAN","Yes","容易","较慢,6-12周",5455,"https://www.letpub.com.cn/index.php?journalid=122&page=journalapp&view=detail"
"1646-0758","Acta Medica Portuguesa","ACTA MEDICA PORT","SCIE",0.581,0.548,6,17,0.43,"4区","医学","医学：内科","否","否","Bimonthly","128",1979,"PORTUGAL","Yes","容易","较慢,6-12周",4298,"https://www.letpub.com.cn/index.php?journalid=123&page=journalapp&view=detail"
"0001-6101","ACTA MEDICA SCANDINAVICA","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Monthly","0",0,NA,"No","容易","",4329,"https://www.letpub.com.cn/index.php?journalid=124&page=journalapp&view=detail"
"0412-1961","ACTA METALLURGICA SINICA","ACTA METALL SIN","SCIE",0.704,0.625,25.4,NA,0.93,"4区","工程技术","冶金工程","否","否","Monthly","175",1956,"PEOPLES R CHINA","No","容易","约3.6个月",29085,"https://www.letpub.com.cn/index.php?journalid=125&page=journalapp&view=detail"
"0894-0525","Acta Meteorologica Sinica","ACTA METEOROL SIN","无",0,0,NA,18,1.23,"未录","","",NA,NA,"Quarterly","0",0,"PEOPLES R CHINA","No","容易","约6.0个月",7247,"https://www.letpub.com.cn/index.php?journalid=126&page=journalapp&view=detail"
"1217-8950","ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA","ACTA MICROBIOL IMM H","SCIE",1.107,0.917,21.7,NA,1.16,"4区","生物","免疫学","否","否","Quarterly","40",1994,"HUNGARY","No","容易",">12周，或约稿",4661,"https://www.letpub.com.cn/index.php?journalid=127&page=journalapp&view=detail"
"0798-4545","Acta Microscopica","ACTA MICROSC","SCIE",0.286,0.142,0,NA,0.16,"4区","工程技术","显微镜技术","否","是","Semiannual","0",0,"VENEZUELA","No","容易","",4274,"https://www.letpub.com.cn/index.php?journalid=128&page=journalapp&view=detail"
"1335-1788","Acta Montanistica Slovaca","ACTA MONTAN SLOVACA","SCIE",0.973,0.625,37,14,1.42,"4区","地学","地球科学综合","否","否","Quarterly","32",0,"SLOVAKIA","Yes","容易","",5513,"https://www.letpub.com.cn/index.php?journalid=129&page=journalapp&view=detail"
"0065-1400","ACTA NEUROBIOLOGIAE EXPERIMENTALIS","ACTA NEUROBIOL EXP","SCIE",1.5,1.631,15.3,47,1.64,"4区","医学","神经科学","否","否","Quarterly","38",1970,"POLAND","Yes","较易",">12周，或约稿",5280,"https://www.letpub.com.cn/index.php?journalid=130&page=journalapp&view=detail"
"0001-6268","ACTA NEUROCHIRURGICA","ACTA NEUROCHIR","SCI/SCIE",1.929,2.132,6.8,81,1.58,"4区","医学","临床神经病学","否","否","Monthly","287",1950,"AUSTRIA","No","容易","一般,3-6周",11192,"https://www.letpub.com.cn/index.php?journalid=131&page=journalapp&view=detail"
"0300-9009","ACTA NEUROLOGICA BELGICA","ACTA NEUROL BELG","SCIE",2.072,1.693,1.9,30,0.74,"4区","医学","临床神经病学","否","否","Quarterly","105",1970,"BELGIUM","No","容易","较慢,6-12周",4872,"https://www.letpub.com.cn/index.php?journalid=132&page=journalapp&view=detail"
"0001-6314","ACTA NEUROLOGICA SCANDINAVICA","ACTA NEUROL SCAND","SCI/SCIE",3.126,2.877,11.8,84,2.8,"3区","医学","临床神经病学","否","否","Monthly","186",1961,"DENMARK","No","容易","偏慢,4-8周",7756,"https://www.letpub.com.cn/index.php?journalid=133&page=journalapp&view=detail"
"0001-6322","ACTA NEUROPATHOLOGICA","ACTA NEUROPATHOL","SCI/SCIE",15.876,13.552,3.9,136,11.82,"1区","医学","临床神经病学","是","否","Monthly","110",1961,"GERMANY","No","较难","偏慢,4-8周",15193,"https://www.letpub.com.cn/index.php?journalid=134&page=journalapp&view=detail"
"0924-2708","ACTA NEUROPSYCHIATRICA","ACTA NEUROPSYCHIATR","无",0,0,NA,26,1.91,"未录","","","否","否","Bimonthly","54",1989,"DENMARK","No","容易","较慢,6-12周",4634,"https://www.letpub.com.cn/index.php?journalid=135&page=journalapp&view=detail"
"0001-6349","ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA","ACTA OBSTET GYN SCAN","SCI/SCIE",2.649,2.464,5.5,90,1.92,"3区","医学","妇产科学","否","否","Monthly","159",1926,"DENMARK","No","容易","一般,3-6周",7309,"https://www.letpub.com.cn/index.php?journalid=136&page=journalapp&view=detail"
"0253-505X","ACTA OCEANOLOGICA SINICA","ACTA OCEANOL SIN","SCIE",0.728,0.86,12.4,21,0.81,"4区","地学","海洋学","否","否","Quarterly","164",1982,"PEOPLES R CHINA","No","容易","约12.0个月",19669,"https://www.letpub.com.cn/index.php?journalid=137&page=journalapp&view=detail"
"0001-6357","ACTA ODONTOLOGICA SCANDINAVICA","ACTA ODONTOL SCAND","SCI/SCIE",1.522,1.496,6.1,57,1.62,"4区","医学","牙科与口腔外科","否","否","Bimonthly","85",1939,"NORWAY","No","容易","较慢,6-12周",5948,"https://www.letpub.com.cn/index.php?journalid=138&page=journalapp&view=detail"
"1146-609X","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","ACTA OECOL","SCI/SCIE",1.615,1.836,2.2,NA,1.85,"4区","环境科学与生态学","生态学","否","否","Bimonthly","79",0,"FRANCE","No","约25%",">0周，或约稿",17131,"https://www.letpub.com.cn/index.php?journalid=139&page=journalapp&view=detail"
"1509-409X","Acta of Bioengineering and Biomechanics","ACTA BIOENG BIOMECH","SCIE",0.964,1.022,32.1,18,1.22,"4区","生物","生物物理","否","否","Semiannual","80",1999,"POLAND","No","容易","",6295,"https://www.letpub.com.cn/index.php?journalid=140&page=journalapp&view=detail"
"0284-186X","ACTA ONCOLOGICA","ACTA ONCOL","SCI/SCIE",3.473,3.609,19.2,84,2.74,"2区","医学","肿瘤学","否","否","Bimonthly","225",1987,"NORWAY","No","约50%","平均3月",10961,"https://www.letpub.com.cn/index.php?journalid=141&page=journalapp&view=detail"
"1755-375X","ACTA OPHTHALMOLOGICA","ACTA OPHTHALMOL","SCI/SCIE",3.324,3.082,19.3,74,2.32,"3区","医学","眼科学","否","否","Bimonthly","220",0,"DENMARK","No","约75%","平均6月",11879,"https://www.letpub.com.cn/index.php?journalid=142&page=journalapp&view=detail"
"0001-6454","ACTA ORNITHOLOGICA","ACTA ORNITHOL","SCIE",1.023,1.302,8.9,25,1.06,"4区","生物","鸟类学","否","否","Semiannual","22",1954,"POLAND","No","较易",">12周，或约稿",8209,"https://www.letpub.com.cn/index.php?journalid=143&page=journalapp&view=detail"
"1745-3674","Acta Orthopaedica","ACTA ORTHOP","SCI/SCIE",3.08,3.506,8.4,98,2.83,"3区","医学","骨科","否","否","Bimonthly","112",2005,"ENGLAND","Yes","较易","偏慢,4-8周",7732,"https://www.letpub.com.cn/index.php?journalid=144&page=journalapp&view=detail"
"0001-6462","Acta Orthopaedica Belgica","ACTA ORTHOP BELG","SCIE",0.542,0.915,0,43,0.83,"4区","医学","骨科","否","否","Bimonthly","63",1946,"BELGIUM","No","容易","偏慢,4-8周",7974,"https://www.letpub.com.cn/index.php?journalid=145&page=journalapp&view=detail"
"1017-995X","Acta Orthopaedica et Traumatologica Turcica","ACTA ORTHOP TRAUMATO","SCIE",0.637,0.723,4.6,22,0.63,"4区","医学","骨科","否","否","Bimonthly","99",1962,"TURKEY","Yes","容易",">12周，或约稿",5433,"https://www.letpub.com.cn/index.php?journalid=146&page=journalapp&view=detail"
"1413-7852","Acta Ortopedica Brasileira","ACTA ORTOP BRAS","SCIE",0.546,0.733,4.6,13,0.77,"4区","医学","骨科","否","否","Bimonthly","61",1993,"Brazil","Yes","容易","",4324,"https://www.letpub.com.cn/index.php?journalid=147&page=journalapp&view=detail"
"0001-6489","ACTA OTO-LARYNGOLOGICA","ACTA OTO-LARYNGOL","SCI/SCIE",1.161,1.268,5.8,70,1.18,"4区","医学","耳鼻喉科学","否","否","Monthly","234",1918,"NORWAY","No","容易","一般,3-6周",10178,"https://www.letpub.com.cn/index.php?journalid=148&page=journalapp&view=detail"
"0392-100X","Acta Otorhinolaryngologica Italica","ACTA OTORHINOLARYNGO","SCIE",1.196,1.673,13.5,31,1.57,"4区","医学","耳鼻喉科学","否","否","Bimonthly","76",1981,"ITALY","Yes","容易","较慢,6-12周",4230,"https://www.letpub.com.cn/index.php?journalid=149&page=journalapp&view=detail"
"0803-5253","ACTA PAEDIATRICA","ACTA PAEDIATR","SCI/SCIE",2.58,2.333,7,NA,1.53,"4区","医学","儿科","否","否","Monthly","261",1992,"ENGLAND","No","容易","较快,2-4周",10074,"https://www.letpub.com.cn/index.php?journalid=150&page=journalapp&view=detail"
"0567-7920","ACTA PALAEONTOLOGICA POLONICA","ACTA PALAEONTOL POL","SCIE",1.887,1.709,5.1,44,1.56,"4区","地学","古生物学","否","否","Quarterly","49",1956,"POLAND","Yes","约50%","约12.5个月",8573,"https://www.letpub.com.cn/index.php?journalid=151&page=journalapp&view=detail"
"1230-2821","ACTA PARASITOLOGICA","ACTA PARASITOL","SCIE",1.039,1.121,23.5,31,1.17,"4区","医学","寄生虫学","否","否","Quarterly","104",1992,"POLAND","No","容易","较慢,6-12周",5240,"https://www.letpub.com.cn/index.php?journalid=152&page=journalapp&view=detail"
"0103-2100","Acta Paulista de Enfermagem","ACTA PAUL ENFERM","SCIE",0.463,0.714,28.1,17,0.53,"4区","医学","护理","否","否","Bimonthly","85",1988,"BRAZIL","Yes","容易","",3939,"https://www.letpub.com.cn/index.php?journalid=153&page=journalapp&view=detail"
"1000-0569","ACTA PETROLOGICA SINICA","","SCIE",0,0,NA,71,1.5,"4区","地学","地质学","否","否","Monthly","233",0,NA,"No","容易","平均 6 个月的审稿周期",10476,"https://www.letpub.com.cn/index.php?journalid=154&page=journalapp&view=detail"
"1330-0075","ACTA PHARMACEUTICA","ACTA PHARMACEUT","SCIE",1.071,1.623,6.6,46,1.46,"4区","医学","药学","否","否","Quarterly","40",1992,"CROATIA","No","容易",">12周，或约稿",12672,"https://www.letpub.com.cn/index.php?journalid=155&page=journalapp&view=detail"
"1671-4083","ACTA PHARMACOLOGICA SINICA","ACTA PHARMACOL SIN","SCI/SCIE",3.562,3.773,3,73,3.19,"3区","医学","化学综合","否","否","Monthly","145",2000,"PEOPLES R CHINA","No","约63.75%","平均2月",20961,"https://www.letpub.com.cn/index.php?journalid=156&page=journalapp&view=detail"
